Data ID,Pyroxene NBPP22
1050.0,0.14556899666786194
1055.0,0.14779600501060486
1060.0,0.1503860056400299
1065.0,0.1534299999475479
1070.0,0.15649700164794922
1075.0,0.1597599983215332
1080.0,0.1635189950466156
1085.0,0.1676889955997467
1090.0,0.17167000472545624
1095.0,0.17622700333595276
1100.0,0.18111500144004822
1105.0,0.18574999272823334
1110.0,0.19080999493598938
1115.0,0.19566699862480164
1120.0,0.20081700384616852
1125.0,0.20616500079631805
1130.0,0.2112630009651184
1135.0,0.2161089926958084
1140.0,0.22085599601268768
1145.0,0.22614799439907074
1150.0,0.23070600628852844
1155.0,0.23524600267410278
1160.0,0.23986299335956573
1165.0,0.2440049946308136
1170.0,0.24891600012779236
1175.0,0.2527160048484802
1180.0,0.25665199756622314
1185.0,0.2606399953365326
1190.0,0.26424598693847656
1195.0,0.2676999866962433
1200.0,0.2718290090560913
1205.0,0.27519699931144714
1210.0,0.2779279947280884
1215.0,0.2813990116119385
1220.0,0.2842009961605072
1225.0,0.2871110141277313
1230.0,0.2904140055179596
1235.0,0.2932650148868561
1240.0,0.2956799864768982
1245.0,0.2987790107727051
1250.0,0.3019849956035614
1255.0,0.30466800928115845
1260.0,0.30755698680877686
1265.0,0.309904009103775
1270.0,0.3126170039176941
1275.0,0.31532299518585205
1280.0,0.3173370063304901
1285.0,0.32024499773979187
1290.0,0.3230699896812439
1295.0,0.32537001371383667
1300.0,0.3277660012245178
1305.0,0.3304609954357147
1310.0,0.3326970040798187
1315.0,0.3355279862880707
1320.0,0.3379879891872406
1325.0,0.3401130139827728
1330.0,0.3426400125026703
1335.0,0.34489598870277405
1340.0,0.34758299589157104
1345.0,0.3496530055999756
1350.0,0.3514710068702698
1355.0,0.353751003742218
1360.0,0.35426899790763855
1365.0,0.35749199986457825
1370.0,0.3595379889011383
1375.0,0.3626770079135895
1380.0,0.3633889853954315
1385.0,0.36609798669815063
1390.0,0.36855900287628174
1395.0,0.37006399035453796
1400.0,0.37188100814819336
1405.0,0.3742179870605469
1410.0,0.37693101167678833
1415.0,0.37903401255607605
1420.0,0.38044801354408264
1425.0,0.3824079930782318
1430.0,0.3840239942073822
1435.0,0.38596901297569275
1440.0,0.38753199577331543
1445.0,0.3894369900226593
1450.0,0.39121800661087036
1455.0,0.39330801367759705
1460.0,0.39445099234580994
1465.0,0.3961719870567322
1470.0,0.39753401279449463
1475.0,0.39894700050354004
1480.0,0.40098899602890015
1485.0,0.4019399881362915
1490.0,0.4035860002040863
1495.0,0.40436699986457825
1500.0,0.40713900327682495
1505.0,0.40823400020599365
1510.0,0.4093799889087677
1515.0,0.4108160138130188
1520.0,0.41229599714279175
1525.0,0.4137530028820038
1530.0,0.4144209921360016
1535.0,0.41505300998687744
1540.0,0.41666701436042786
1545.0,0.4179159998893738
1550.0,0.41887199878692627
1555.0,0.41930800676345825
1560.0,0.4201059937477112
1565.0,0.42164701223373413
1570.0,0.42247799038887024
1575.0,0.423209011554718
1580.0,0.42437899112701416
1585.0,0.4251689910888672
1590.0,0.4258919954299927
1595.0,0.4262259900569916
1600.0,0.427293986082077
1605.0,0.4273020029067993
1610.0,0.4288389980792999
1615.0,0.42936500906944275
1620.0,0.429282009601593
1625.0,0.42896801233291626
1630.0,0.4290210008621216
1635.0,0.42910799384117126
1640.0,0.42964300513267517
1645.0,0.4307279884815216
1650.0,0.4308690130710602
1655.0,0.4317150115966797
1660.0,0.4297049939632416
1665.0,0.4314970076084137
1670.0,0.4314950108528137
1675.0,0.431100994348526
1680.0,0.4313090145587921
1685.0,0.431425005197525
1690.0,0.43062201142311096
1695.0,0.43097999691963196
1700.0,0.4312869906425476
1705.0,0.4302769899368286
1710.0,0.43078601360321045
1715.0,0.4300520122051239
1720.0,0.4298830032348633
1725.0,0.42947301268577576
1730.0,0.4292829930782318
1735.0,0.4295090138912201
1740.0,0.4283120036125183
1745.0,0.42653799057006836
1750.0,0.4265120029449463
1755.0,0.4260469973087311
1760.0,0.4247399866580963
1765.0,0.42452099919319153
1770.0,0.4233640134334564
1775.0,0.4226610064506531
1780.0,0.4217100143432617
1785.0,0.4203619956970215
1790.0,0.41934698820114136
1795.0,0.4185490012168884
1800.0,0.4178740084171295
1805.0,0.4163129925727844
1810.0,0.4158119857311249
1815.0,0.4142169952392578
1820.0,0.4130910038948059
1825.0,0.41193899512290955
1830.0,0.41057100892066956
1835.0,0.4079810082912445
1840.0,0.40779900550842285
1845.0,0.4073910117149353
1850.0,0.4057289958000183
1855.0,0.4042859971523285
1860.0,0.4031279981136322
1865.0,0.40112099051475525
1870.0,0.3970780074596405
1875.0,0.3993709981441498
1880.0,0.398842990398407
1885.0,0.39660701155662537
1890.0,0.3944149911403656
1895.0,0.3925819993019104
1900.0,0.3902130126953125
1905.0,0.38922399282455444
1910.0,0.3875109851360321
1915.0,0.3866179883480072
1920.0,0.3843739926815033
1925.0,0.3829289972782135
1930.0,0.3813839852809906
1935.0,0.3801249861717224
1940.0,0.3786120116710663
1945.0,0.3771199882030487
1950.0,0.3752860128879547
1955.0,0.37409698963165283
1960.0,0.3714979887008667
1965.0,0.37035998702049255
1970.0,0.3684520125389099
1975.0,0.36656901240348816
1980.0,0.36475899815559387
1985.0,0.36306899785995483
1990.0,0.3615629971027374
1995.0,0.36008700728416443
2000.0,0.3582310080528259
2005.0,0.35662201046943665
2009.9999999999998,0.35516199469566345
2015.0000000000002,0.35321399569511414
2020.0,0.3521139919757843
2025.0,0.3501819968223572
2029.9999999999998,0.347898006439209
2035.0000000000002,0.34671899676322937
2040.0,0.3450070023536682
2045.0,0.3435640037059784
2050.0,0.3418929874897003
2055.0,0.3405590057373047
2060.0,0.3389909863471985
2065.0,0.33730798959732056
2070.0,0.33542200922966003
2075.0,0.3342449963092804
2080.0,0.3333750069141388
2085.0,0.33165499567985535
2090.0,0.33002200722694397
2095.0,0.32895299792289734
2100.0,0.3271630108356476
2105.0,0.32551300525665283
2110.0,0.3242169916629791
2115.0,0.32364100217819214
2120.0,0.3221549987792969
2125.0,0.32143300771713257
2130.0,0.3205310106277466
2135.0,0.3187829852104187
2140.0,0.3176330029964447
2145.0,0.3166320025920868
2150.0,0.31549200415611267
2155.0,0.3146060109138489
2160.0,0.31306999921798706
2165.0,0.3117460012435913
2170.0,0.31088098883628845
2175.0,0.30946800112724304
2180.0,0.30845099687576294
2185.0,0.30681800842285156
2190.0,0.3057830035686493
2195.0,0.3049919903278351
2200.0,0.3049300014972687
2205.0,0.3030110001564026
2210.0,0.30353298783302307
2215.0,0.3021849989891052
2220.0,0.30146101117134094
2225.0,0.3010059893131256
2230.0,0.3009909987449646
2235.0,0.30036601424217224
2240.0,0.29989299178123474
2245.0,0.2997469902038574
2250.0,0.2987329959869385
2255.0,0.2988469898700714
2260.0,0.29973599314689636
2265.0,0.2991360127925873
2270.0,0.29879000782966614
2275.0,0.29902100563049316
2280.0,0.29854199290275574
2285.0,0.29899799823760986
2290.0,0.3003869950771332
2295.0,0.30128198862075806
2300.0,0.2996320128440857
2305.0,0.30072900652885437
2310.0,0.30137598514556885
2315.0,0.3017059862613678
2320.0,0.3016839921474457
2325.0,0.30225899815559387
2330.0,0.30330199003219604
2335.0,0.3048959970474243
2340.0,0.30518200993537903
2345.0,0.3065750002861023
2350.0,0.30698901414871216
2355.0,0.3091689944267273
2360.0,0.31077298521995544
2365.0,0.31183600425720215
2370.0,0.3122049868106842
2375.0,0.31251901388168335
2380.0,0.31397899985313416
2385.0,0.31573599576950073
2390.0,0.31719499826431274
2395.0,0.3190560042858124
2400.0,0.3195280134677887
2405.0,0.3206700086593628
2410.0,0.32233598828315735
2415.0,0.32401299476623535
2420.0,0.32691699266433716
2425.0,0.32810699939727783
2430.0,0.33007699251174927
2435.0,0.33185601234436035
2440.0,0.33400601148605347
2445.0,0.3366110026836395
2450.0,0.34022799134254456
2455.0,0.3418219983577728
2460.0,0.34291499853134155
2465.0,0.3448469936847687
2470.0,0.3472679853439331
2475.0,0.3496359884738922
2480.0,0.3517509996891022
2485.0,0.3542869985103607
2490.0,0.35763901472091675
2495.0,0.3605310022830963
2500.0,0.3631410002708435
2505.0,0.36469799280166626
2510.0,0.36754199862480164
2515.0,0.3705599904060364
2520.0,0.3733539879322052
2525.0,0.37589600682258606
2530.0,0.37955600023269653
2531.32,0.38064852356910706
2532.55,0.3816664218902588
2533.7900000000004,0.3826926350593567
2535.0299999999997,0.38370680809020996
2536.27,0.3842397928237915
2537.51,0.38477274775505066
2538.75,0.3853057324886322
2540.0,0.3858430087566376
2541.2400000000002,0.3863290250301361
2542.49,0.3868190050125122
2543.7400000000002,0.3876200020313263
2544.99,0.38766399025917053
2546.2400000000002,0.3879149854183197
2547.49,0.3886510133743286
2548.74,0.389398992061615
2549.9900000000002,0.3894509971141815
2551.25,0.39036399126052856
2552.5,0.3911210000514984
2553.76,0.39168500900268555
2555.02,0.391402006149292
2556.28,0.3919050097465515
2557.54,0.3924869894981384
2558.8,0.3929780125617981
2560.07,0.3940730094909668
2561.33,0.3958039879798889
2562.6000000000004,0.39625999331474304
2563.86,0.39600300788879395
2565.13,0.3963969945907593
2566.3999999999996,0.3959900140762329
2567.67,0.3966839909553528
2568.9500000000003,0.39831700921058655
2570.22,0.3997420072555542
2571.5,0.3988710045814514
2572.77,0.3991140127182007
2574.05,0.4015350043773651
2575.33,0.4004270136356354
2576.61,0.40108200907707214
2577.89,0.40258198976516724
2579.17,0.4017060101032257
2580.46,0.4025070071220398
2581.74,0.40424400568008423
2583.0299999999997,0.4042310118675232
2584.31,0.4063040018081665
2585.6,0.40537700057029724
2586.89,0.4052389860153198
2588.19,0.40726199746131897
2589.48,0.40684598684310913
2590.77,0.40684399008750916
2592.07,0.40706899762153625
2593.36,0.40909498929977417
2594.6600000000003,0.41263899207115173
2595.96,0.41317999362945557
2597.2599999999998,0.40829598903656006
2598.56,0.40863800048828125
2599.8700000000003,0.40995699167251587
2601.17,0.41166800260543823
2602.48,0.4128809869289398
2603.78,0.41350701451301575
2605.09,0.4148319959640503
2606.3999999999996,0.4155920147895813
2607.71,0.4140779972076416
2609.03,0.4144589900970459
2610.3399999999997,0.415475994348526
2611.6600000000003,0.4155539870262146
2612.97,0.4160520136356354
2614.29,0.4172399938106537
2615.61,0.4173179864883423
2616.93,0.4200479984283447
2618.25,0.41994601488113403
2619.57,0.4182650148868561
2620.8999999999996,0.42076799273490906
2622.22,0.4196079969406128
2623.5499999999997,0.4189069867134094
2624.88,0.4205709993839264
2626.21,0.42194199562072754
2627.5400000000004,0.42369499802589417
2628.87,0.4217030107975006
2630.21,0.4238939881324768
2631.5400000000004,0.4254100024700165
2632.88,0.42277300357818604
2634.21,0.42430800199508667
2635.5499999999997,0.4247879981994629
2636.8900000000003,0.4244079887866974
2638.2400000000002,0.4253750145435333
2639.58,0.4257180094718933
2640.92,0.4262869954109192
2642.27,0.4268690049648285
2643.62,0.427388995885849
2644.97,0.4278239905834198
2646.3199999999997,0.4294550120830536
2647.67,0.428864985704422
2649.02,0.42884698510169983
2650.38,0.4294640123844147
2651.73,0.43053698539733887
2653.09,0.43189001083374023
2654.4500000000003,0.4311240017414093
2655.81,0.43132999539375305
2657.1699999999996,0.4320090115070343
2658.5299999999997,0.4319649934768677
2659.89,0.43407198786735535
2661.2599999999998,0.43415799736976624
2662.63,0.434112012386322
2664.0,0.4345960021018982
2665.36,0.4375320076942444
2666.74,0.4377410113811493
2668.11,0.43647500872612
2669.48,0.43537700176239014
2670.8599999999997,0.43986499309539795
2672.23,0.43681800365448
2673.61,0.43479299545288086
2674.9900000000002,0.4372909963130951
2676.37,0.4395639896392822
2677.76,0.44058799743652344
2679.14,0.4388599991798401
2680.52,0.4385949969291687
2681.91,0.4373469948768616
2683.3,0.4386900067329407
2684.6899999999996,0.43938499689102173
2686.08,0.43921199440956116
2687.47,0.4397050142288208
2688.87,0.43941599130630493
2690.2599999999998,0.4396040141582489
2691.6600000000003,0.4395909905433655
2693.06,0.4409089982509613
2694.46,0.442564994096756
2695.86,0.44144299626350403
2697.26,0.4398449957370758
2698.66,0.4393559992313385
2700.07,0.44014400243759155
2701.48,0.4419269859790802
2702.89,0.4420419931411743
2704.2999999999997,0.44127899408340454
2705.71,0.4419189989566803
2707.1200000000003,0.4423460066318512
2708.53,0.443462997674942
2709.9500000000003,0.44521400332450867
2711.37,0.44618698954582214
2712.79,0.44396600127220154
2714.21,0.44251400232315063
2715.63,0.4440850019454956
2717.05,0.44473400712013245
2718.48,0.44589298963546753
2719.9,0.4468330144882202
2721.33,0.4493120014667511
2722.76,0.4454219937324524
2724.19,0.4457930028438568
2725.6200000000003,0.44763898849487305
2727.06,0.4449020028114319
2728.49,0.44441500306129456
2729.93,0.44494199752807617
2731.37,0.44495901465415955
2732.8100000000004,0.4448130130767822
2734.25,0.4451189935207367
2735.69,0.4461100101470947
2737.1400000000003,0.4440380036830902
2738.58,0.44461798667907715
2740.0299999999997,0.4472520053386688
2741.48,0.44587498903274536
2742.93,0.44294100999832153
2744.38,0.44117501378059387
2745.8300000000004,0.441536009311676
2747.29,0.44144299626350403
2748.75,0.4410420060157776
2750.2,0.4409410059452057
2751.6600000000003,0.44090700149536133
2753.13,0.4408780038356781
2754.5899999999997,0.44115298986434937
2756.05,0.44340598583221436
2757.52,0.4396969974040985
2758.99,0.43725600838661194
2760.46,0.4379799962043762
2761.93,0.4391539990901947
2763.3999999999996,0.44025400280952454
2764.8700000000003,0.4388110041618347
2766.35,0.4377470016479492
2767.82,0.4386810064315796
2769.2999999999997,0.4383780062198639
2770.7799999999997,0.4382320046424866
2772.26,0.4383400082588196
2773.75,0.4369080066680908
2775.23,0.4365899860858917
2776.7200000000003,0.43712499737739563
2778.21,0.43730899691581726
2779.7000000000003,0.4369400143623352
2781.19,0.4371959865093231
2782.68,0.4375390112400055
2784.1800000000003,0.4371269941329956
2785.67,0.4372430145740509
2787.17,0.43870601058006287
2788.67,0.4386439919471741
2790.1699999999996,0.4368489980697632
2791.67,0.4366390109062195
2793.18,0.43702998757362366
2794.68,0.43720099329948425
2796.19,0.4371449947357178
2797.7,0.43718698620796204
2799.21,0.4370749890804291
2800.7200000000003,0.43698200583457947
2802.24,0.4376260042190552
2803.75,0.4386439919471741
2805.27,0.43732398748397827
2806.79,0.4359019994735718
2808.31,0.43585801124572754
2809.83,0.4360100030899048
2811.35,0.4356670081615448
2812.8799999999997,0.4354569911956787
2814.41,0.43535101413726807
2815.93,0.4352239966392517
2817.46,0.4345720112323761
2819.0,0.43447399139404297
2820.53,0.4342159926891327
2822.07,0.4332840144634247
2823.6,0.4324209988117218
2825.1400000000003,0.4321269989013672
2826.6800000000003,0.43184301257133484
2828.22,0.4314340054988861
2829.77,0.43085798621177673
2831.3100000000004,0.4303179979324341
2832.86,0.4299980103969574
2834.4100000000003,0.4299890100955963
2835.96,0.42965200543403625
2837.5099999999998,0.42910999059677124
2839.07,0.42885300517082214
2840.62,0.4284999966621399
2842.18,0.4281559884548187
2843.74,0.42814499139785767
2845.2999999999997,0.42821601033210754
2846.86,0.42826300859451294
2848.43,0.4283129870891571
2849.9900000000002,0.428629994392395
2851.56,0.4284859895706177
2853.13,0.42863398790359497
2854.7,0.42911699414253235
2856.27,0.42915698885917664
2857.85,0.4290440082550049
2859.42,0.42931199073791504
2861.0,0.4297280013561249
2862.58,0.4299759864807129
2864.16,0.42990198731422424
2865.75,0.42996901273727417
2867.33,0.4303489923477173
2868.92,0.4306659996509552
2870.5099999999998,0.4306719899177551
2872.1,0.43101298809051514
2873.69,0.43108901381492615
2875.28,0.4310460090637207
2876.88,0.4312640130519867
2878.48,0.43148499727249146
2880.0699999999997,0.4313940107822418
2881.68,0.4315840005874634
2883.28,0.43172401189804077
2884.88,0.43176400661468506
2886.49,0.4319010078907013
2888.1,0.43222200870513916
2889.71,0.43228399753570557
2891.3199999999997,0.4322519898414612
2892.93,0.4323430061340332
2894.55,0.43258899450302124
2896.16,0.43279001116752625
2897.78,0.4329119920730591
2899.4,0.4331600069999695
2901.03,0.433584988117218
2902.65,0.43368199467658997
2904.2799999999997,0.43375900387763977
2905.91,0.4341509938240051
2907.54,0.4342690110206604
2909.17,0.43443000316619873
2910.8,0.4345250129699707
2912.44,0.4345340132713318
2914.07,0.43487098813056946
2915.7099999999996,0.43519601225852966
2917.35,0.43540799617767334
2918.99,0.43564900755882263
2920.6400000000003,0.4359529912471771
2922.29,0.43622300028800964
2923.93,0.43659400939941406
2925.58,0.4367560148239136
2927.24,0.4369969964027405
2928.89,0.4371809959411621
2930.55,0.4374909996986389
2932.2,0.43760600686073303
2933.86,0.43772101402282715
2935.52,0.43796399235725403
2937.19,0.43828698992729187
2938.85,0.4384549856185913
2940.52,0.4385190010070801
2942.19,0.4386630058288574
2943.86,0.4391860067844391
2945.53,0.43940499424934387
2947.21,0.43962401151657104
2948.88,0.4397970139980316
2950.56,0.4398449957370758
2952.2400000000002,0.4400880038738251
2953.92,0.44041600823402405
2955.61,0.4406990110874176
2957.29,0.44091400504112244
2958.98,0.44105300307273865
2960.67,0.44115498661994934
2962.3599999999997,0.4414139986038208
2964.06,0.4416469931602478
2965.75,0.44177499413490295
2967.45,0.4418390095233917
2969.15,0.44181200861930847
2970.85,0.44196298718452454
2972.55,0.44228601455688477
2974.26,0.44262000918388367
2975.97,0.4428040087223053
2977.68,0.44306498765945435
2979.39,0.44338101148605347
2981.1,0.44352900981903076
2982.8199999999997,0.4435650110244751
2984.5299999999997,0.44362300634384155
2986.25,0.44363099336624146
2987.97,0.44383299350738525
2989.7,0.4439789950847626
2991.42,0.44426900148391724
2993.15,0.4443950057029724
2994.88,0.4445030093193054
2996.61,0.44463199377059937
2998.3399999999997,0.44499000906944275
3000.08,0.4451180100440979
3001.8199999999997,0.4452759921550751
3003.55,0.4453530013561249
3005.3,0.44559600949287415
3007.04,0.4458160102367401
3008.7799999999997,0.4459240138530731
3010.53,0.44606301188468933
3012.28,0.4463140070438385
3014.03,0.4464389979839325
3015.79,0.44670701026916504
3017.54,0.4468890130519867
3019.2999999999997,0.44701701402664185
3021.06,0.4470280110836029
3022.8199999999997,0.44718098640441895
3024.58,0.44710400700569153
3026.35,0.44703200459480286
3028.12,0.4472920000553131
3029.89,0.4476679861545563
3031.66,0.4477649927139282
3033.4300000000003,0.44784000515937805
3035.21,0.4479469954967499
3036.99,0.4481639862060547
3038.77,0.44816601276397705
3040.55,0.4483009874820709
3042.3300000000004,0.44849300384521484
3044.12,0.4486970007419586
3045.9100000000003,0.4488939940929413
3047.7,0.4490489959716797
3049.4900000000002,0.44899600744247437
3051.29,0.44916200637817383
3053.08,0.44926100969314575
3054.8799999999997,0.4494450092315674
3056.6800000000003,0.449550986289978
3058.49,0.4494979977607727
3060.29,0.44960400462150574
3062.1,0.4499939978122711
3063.91,0.45020198822021484
3065.72,0.4503139853477478
3067.54,0.4504449963569641
3069.35,0.4507170021533966
3071.17,0.45085400342941284
3072.99,0.450980007648468
3074.81,0.4511150121688843
3076.64,0.45122799277305603
3078.47,0.45132601261138916
3080.2900000000004,0.45151200890541077
3082.1299999999997,0.45176199078559875
3083.96,0.45192500948905945
3085.79,0.4521310031414032
3087.6299999999997,0.4523549973964691
3089.47,0.45248499512672424
3091.31,0.4525600075721741
3093.1600000000003,0.45257100462913513
3095.0099999999998,0.45278000831604004
3096.85,0.4530180096626282
3098.71,0.45326900482177734
3100.5600000000004,0.45344600081443787
3102.41,0.4537070095539093
3104.27,0.45388099551200867
3106.1299999999997,0.4540500044822693
3107.9900000000002,0.45413199067115784
3109.8599999999997,0.4543040096759796
3111.73,0.4545080065727234
3113.5899999999997,0.454708993434906
3115.4700000000003,0.4548659920692444
3117.34,0.45514100790023804
3119.21,0.45524299144744873
3121.09,0.45541998744010925
3122.97,0.45563599467277527
3124.86,0.45593899488449097
3126.74,0.4560660123825073
3128.6299999999997,0.45625999569892883
3130.52,0.4563489854335785
3132.4100000000003,0.4566029906272888
3134.3,0.45671001076698303
3136.2000000000003,0.45694398880004883
3138.1,0.4571790099143982
3140.0,0.4573889970779419
3141.9,0.4575130045413971
3143.8100000000004,0.45760801434516907
3145.7099999999996,0.457738995552063
3147.62,0.4580259919166565
3149.54,0.45820099115371704
3151.4500000000003,0.4584220051765442
3153.37,0.45857998728752136
3155.29,0.4587700068950653
3157.21,0.4589430093765259
3159.13,0.45910000801086426
3161.06,0.4592610001564026
3162.9900000000002,0.459522008895874
3164.92,0.45967501401901245
3166.8500000000004,0.45986101031303406
3168.79,0.4599359929561615
3170.7200000000003,0.46006399393081665
3172.67,0.4600760042667389
3174.61,0.4602699875831604
3176.55,0.4605950117111206
3178.5,0.46087199449539185
3180.45,0.4610379934310913
3182.4,0.4613170027732849
3184.3599999999997,0.4613040089607239
3186.3199999999997,0.4613350033760071
3188.27,0.46158701181411743
3190.2400000000002,0.4619080126285553
3192.2000000000003,0.46207600831985474
3194.17,0.4621889889240265
3196.1400000000003,0.4623369872570038
3198.1099999999997,0.46264201402664185
3200.08,0.46281498670578003
3202.06,0.46306100487709045
3204.04,0.46317198872566223
3206.02,0.4631649851799011
3208.0,0.4632050096988678
3209.99,0.46331799030303955
3211.98,0.4635680019855499
3213.9700000000003,0.4638749957084656
3215.96,0.46406498551368713
3217.96,0.46413901448249817
3219.96,0.4642849862575531
3221.96,0.46460700035095215
3223.96,0.4647670090198517
3225.97,0.4648270010948181
3227.98,0.4649659991264343
3229.99,0.46526700258255005
3232.0,0.46540001034736633
3234.02,0.4654819965362549
3236.04,0.4654749929904938
3238.06,0.465595006942749
3240.08,0.4657140076160431
3242.1099999999997,0.4658089876174927
3244.14,0.46588000655174255
3246.17,0.46611401438713074
3248.2000000000003,0.46609699726104736
3250.24,0.46617400646209717
3252.2799999999997,0.466390997171402
3254.3199999999997,0.46670499444007874
3256.37,0.46683400869369507
3258.41,0.46700000762939453
3260.46,0.46706199645996094
3262.5099999999998,0.4672209918498993
3264.57,0.46736499667167664
3266.63,0.46752598881721497
3268.69,0.467602014541626
3270.75,0.46769899129867554
3272.8100000000004,0.46774500608444214
3274.88,0.4679029881954193
3276.95,0.467943012714386
3279.02,0.46804898977279663
3281.1,0.46817201375961304
3283.1800000000003,0.46827200055122375
3285.26,0.46825700998306274
3287.34,0.46834900975227356
3289.43,0.4684849977493286
3291.51,0.46870100498199463
3293.61,0.46881601214408875
3295.7000000000003,0.4688369929790497
3297.8,0.46882298588752747
3299.9,0.46901801228523254
3302.0,0.46895599365234375
3304.1,0.46909299492836
3306.21,0.4692319929599762
3308.32,0.469292014837265
3310.4300000000003,0.46923699975013733
3312.5499999999997,0.46925899386405945
3314.66,0.46932798624038696
3316.79,0.46937400102615356
3318.91,0.4692769944667816
3321.0299999999997,0.4693250060081482
3323.1600000000003,0.46945101022720337
3325.29,0.4696289896965027
3327.4300000000003,0.46966901421546936
3329.5699999999997,0.4697529971599579
3331.71,0.46975499391555786
3333.85,0.46974998712539673
3335.99,0.46968400478363037
3338.1400000000003,0.46963798999786377
3340.29,0.4695360064506531
3342.45,0.4694559872150421
3344.6,0.4693650007247925
3346.76,0.4694649875164032
3348.92,0.46942099928855896
3351.09,0.46936100721359253
3353.26,0.4692479968070984
3355.4300000000003,0.46904900670051575
3357.6000000000004,0.46894899010658264
3359.78,0.4688990116119385
3361.96,0.4686880111694336
3364.14,0.4685269892215729
3366.32,0.46838700771331787
3368.51,0.4682239890098572
3370.7,0.4679949879646301
3372.89,0.4678559899330139
3375.09,0.4677869975566864
3377.29,0.4678179919719696
3379.4900000000002,0.46779900789260864
3381.69,0.46799299120903015
3383.9,0.46818599104881287
3386.11,0.46839600801467896
3388.32,0.46843400597572327
