Sample ID,Standard_retest_00002
Species,Standard_retest
Subgroup,Standard_retest
Group,Standard_retest
Library,EXM_MRS
Sample Description,Spectralon Std retest
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.9942489999999999
351.0,0.994581
352.0,0.99484
353.0,0.995027
354.0,0.995249
355.0,0.9956959999999999
356.0,0.9957630000000001
357.0,0.995473
358.0,0.994969
359.0,0.994493
360.0,0.994096
361.0,0.9938079999999999
362.0,0.9935200000000001
363.0,0.99319
364.0,0.992927
365.0,0.992641
366.0,0.992256
367.0,0.9923099999999999
368.0,0.9928100000000001
369.0,0.9938079999999999
370.0,0.9944620000000001
371.0,0.994871
372.0,0.995466
373.0,0.995781
374.0,0.995836
375.0,0.996251
376.0,0.9963259999999999
377.0,0.9958060000000001
378.0,0.9949209999999999
379.0,0.994088
380.0,0.9936459999999999
381.0,0.9934090000000001
382.0,0.993438
383.0,0.9938389999999999
384.0,0.9940009999999999
385.0,0.994093
386.0,0.994644
387.0,0.995065
388.0,0.9952840000000001
389.0,0.995441
390.0,0.995436
391.0,0.995241
392.0,0.9948950000000001
393.0,0.9946769999999999
394.0,0.9947069999999999
395.0,0.994886
396.0,0.995076
397.0,0.99516
398.0,0.9951730000000001
399.0,0.995167
400.0,0.995236
401.0,0.995046
402.0,0.994613
403.0,0.993945
404.0,0.9938379999999999
405.0,0.994214
406.0,0.9947050000000001
407.0,0.995163
408.0,0.9954850000000001
409.0,0.995338
410.0,0.995235
411.0,0.995347
412.0,0.995083
413.0,0.994952
414.0,0.99523
415.0,0.9954160000000001
416.0,0.9956130000000001
417.0,0.995916
418.0,0.995955
419.0,0.995872
420.0,0.9958880000000001
421.0,0.9956140000000001
422.0,0.995194
423.0,0.995043
424.0,0.9948319999999999
425.0,0.9945959999999999
426.0,0.994566
427.0,0.9943909999999999
428.0,0.99408
429.0,0.9940019999999999
430.0,0.994033
431.0,0.994143
432.0,0.9943179999999999
433.0,0.994503
434.0,0.994652
435.0,0.9946210000000001
436.0,0.994499
437.0,0.9943259999999999
438.0,0.994218
439.0,0.9941970000000001
440.0,0.9942829999999999
441.0,0.994292
442.0,0.994228
443.0,0.9940720000000001
444.0,0.993934
445.0,0.9938290000000001
446.0,0.993758
447.0,0.9939629999999999
448.0,0.9942740000000001
449.0,0.994491
450.0,0.994437
451.0,0.994109
452.0,0.993471
453.0,0.9933280000000001
454.0,0.9935299999999999
455.0,0.993543
456.0,0.993588
457.0,0.993651
458.0,0.993638
459.0,0.993681
460.0,0.993763
461.0,0.993681
462.0,0.9936499999999999
463.0,0.993694
464.0,0.993699
465.0,0.993783
466.0,0.993929
467.0,0.99396
468.0,0.993898
469.0,0.993791
470.0,0.9939199999999999
471.0,0.993977
472.0,0.9938670000000001
473.0,0.993901
474.0,0.994041
475.0,0.994222
476.0,0.993883
477.0,0.993356
478.0,0.9928149999999999
479.0,0.992604
480.0,0.992723
481.0,0.9931310000000001
482.0,0.9933069999999999
483.0,0.9933960000000001
484.0,0.993432
485.0,0.993349
486.0,0.993314
487.0,0.993387
488.0,0.993451
489.0,0.993467
490.0,0.993429
491.0,0.993532
492.0,0.99361
493.0,0.9936079999999999
494.0,0.9936820000000001
495.0,0.9937269999999999
496.0,0.9937050000000001
497.0,0.9936029999999999
498.0,0.9935670000000001
499.0,0.9936499999999999
500.0,0.993742
501.0,0.993758
502.0,0.993676
503.0,0.993715
504.0,0.993707
505.0,0.9935930000000001
506.0,0.993436
507.0,0.993381
508.0,0.993434
509.0,0.9934829999999999
510.0,0.993495
511.0,0.993461
512.0,0.9933839999999999
513.0,0.993314
514.0,0.993277
515.0,0.9933369999999999
516.0,0.993301
517.0,0.993258
518.0,0.993503
519.0,0.993556
520.0,0.9934879999999999
521.0,0.9935550000000001
522.0,0.993734
523.0,0.993937
524.0,0.9939520000000001
525.0,0.9940009999999999
526.0,0.994028
527.0,0.993937
528.0,0.99393
529.0,0.993942
530.0,0.9938819999999999
531.0,0.993856
532.0,0.993889
533.0,0.9939979999999999
534.0,0.993955
535.0,0.993934
536.0,0.994067
537.0,0.9943129999999999
538.0,0.994416
539.0,0.994288
540.0,0.994244
541.0,0.994051
542.0,0.9937130000000001
543.0,0.99349
544.0,0.993353
545.0,0.9933069999999999
546.0,0.993352
547.0,0.9934449999999999
548.0,0.993557
549.0,0.9936360000000001
550.0,0.993707
551.0,0.993734
552.0,0.993662
553.0,0.993677
554.0,0.9936889999999999
555.0,0.9936400000000001
556.0,0.993712
557.0,0.993807
558.0,0.993866
559.0,0.993878
560.0,0.993895
561.0,0.9939199999999999
562.0,0.993893
563.0,0.9938079999999999
564.0,0.993737
565.0,0.9938509999999999
566.0,0.993944
567.0,0.99399
568.0,0.993992
569.0,0.9939870000000001
570.0,0.9939950000000001
571.0,0.994029
572.0,0.994057
573.0,0.994106
574.0,0.994183
575.0,0.994226
576.0,0.994191
577.0,0.9941110000000001
578.0,0.994123
579.0,0.9941880000000001
580.0,0.994218
581.0,0.994062
582.0,0.994004
583.0,0.993994
584.0,0.993968
585.0,0.9938819999999999
586.0,0.993832
587.0,0.993864
588.0,0.9939060000000001
589.0,0.993969
590.0,0.994023
591.0,0.99399
592.0,0.993913
593.0,0.993864
594.0,0.993933
595.0,0.9939960000000001
596.0,0.994012
597.0,0.993954
598.0,0.993972
599.0,0.993954
600.0,0.9939190000000001
601.0,0.994047
602.0,0.993982
603.0,0.993845
604.0,0.9939199999999999
605.0,0.99398
606.0,0.994025
607.0,0.994047
608.0,0.994019
609.0,0.9939239999999999
610.0,0.993815
611.0,0.993862
612.0,0.9938720000000001
613.0,0.993926
614.0,0.9941490000000001
615.0,0.9942
616.0,0.994289
617.0,0.994486
618.0,0.994475
619.0,0.994425
620.0,0.9943420000000001
621.0,0.9941679999999999
622.0,0.99409
623.0,0.994106
624.0,0.994187
625.0,0.994179
626.0,0.9941559999999999
627.0,0.994151
628.0,0.994189
629.0,0.994286
630.0,0.9943219999999999
631.0,0.9941960000000001
632.0,0.994287
633.0,0.99438
634.0,0.994384
635.0,0.994521
636.0,0.994507
637.0,0.994405
638.0,0.994396
639.0,0.9942489999999999
640.0,0.99417
641.0,0.9942329999999999
642.0,0.994139
643.0,0.994091
644.0,0.9941119999999999
645.0,0.994189
646.0,0.9942570000000001
647.0,0.9942650000000001
648.0,0.994216
649.0,0.994293
650.0,0.994344
651.0,0.994362
652.0,0.994371
653.0,0.994503
654.0,0.994594
655.0,0.99456
656.0,0.994375
657.0,0.994306
658.0,0.994293
659.0,0.9942570000000001
660.0,0.9942759999999999
661.0,0.9943510000000001
662.0,0.994456
663.0,0.994513
664.0,0.994538
665.0,0.99453
666.0,0.9944799999999999
667.0,0.994302
668.0,0.9941840000000001
669.0,0.994175
670.0,0.994301
671.0,0.9943080000000001
672.0,0.994243
673.0,0.994186
674.0,0.994297
675.0,0.994284
676.0,0.994291
677.0,0.9944540000000001
678.0,0.9945010000000001
679.0,0.994498
680.0,0.994483
681.0,0.994502
682.0,0.994573
683.0,0.99456
684.0,0.9944289999999999
685.0,0.9941939999999999
686.0,0.994242
687.0,0.9944329999999999
688.0,0.9945900000000001
689.0,0.994522
690.0,0.994531
691.0,0.9945140000000001
692.0,0.9943609999999999
693.0,0.994482
694.0,0.994538
695.0,0.9945430000000001
696.0,0.994649
697.0,0.994682
698.0,0.9947469999999999
699.0,0.994806
700.0,0.994714
701.0,0.994727
702.0,0.9947410000000001
703.0,0.994727
704.0,0.9948229999999999
705.0,0.994838
706.0,0.994816
707.0,0.9948
708.0,0.994727
709.0,0.994733
710.0,0.9947790000000001
711.0,0.994806
712.0,0.994726
713.0,0.9947069999999999
714.0,0.994767
715.0,0.994889
716.0,0.9949049999999999
717.0,0.994859
718.0,0.99483
719.0,0.994869
720.0,0.9947790000000001
721.0,0.994814
722.0,0.99494
723.0,0.995046
724.0,0.995125
725.0,0.99503
726.0,0.99497
727.0,0.995184
728.0,0.99517
729.0,0.9951430000000001
730.0,0.995142
731.0,0.9951789999999999
732.0,0.995205
733.0,0.9952190000000001
734.0,0.995232
735.0,0.9952249999999999
736.0,0.9950220000000001
737.0,0.995036
738.0,0.995115
739.0,0.9951139999999999
740.0,0.995104
741.0,0.9950610000000001
742.0,0.995084
743.0,0.9951760000000001
744.0,0.9952219999999999
745.0,0.9951810000000001
746.0,0.995039
747.0,0.994924
748.0,0.995088
749.0,0.995242
750.0,0.995089
751.0,0.994958
752.0,0.9952580000000001
753.0,0.995124
754.0,0.995159
755.0,0.99515
756.0,0.9950249999999999
757.0,0.9953489999999999
758.0,0.9954689999999999
759.0,0.995476
760.0,0.995448
761.0,0.9954259999999999
762.0,0.995497
763.0,0.995399
764.0,0.9952719999999999
765.0,0.995353
766.0,0.9954139999999999
767.0,0.995504
768.0,0.99544
769.0,0.99531
770.0,0.9954810000000001
771.0,0.995673
772.0,0.995582
773.0,0.995328
774.0,0.995185
775.0,0.9951770000000001
776.0,0.99532
777.0,0.995471
778.0,0.995488
779.0,0.995236
780.0,0.995052
781.0,0.995002
782.0,0.9950920000000001
783.0,0.9952549999999999
784.0,0.995267
785.0,0.995198
786.0,0.995189
787.0,0.995115
788.0,0.994876
789.0,0.995043
790.0,0.995036
791.0,0.9950589999999999
792.0,0.9951300000000001
793.0,0.9951049999999999
794.0,0.995072
795.0,0.9951019999999999
796.0,0.995266
797.0,0.9954810000000001
798.0,0.995558
799.0,0.995482
800.0,0.995584
801.0,0.9954999999999999
802.0,0.995348
803.0,0.9955240000000001
804.0,0.9953369999999999
805.0,0.995214
806.0,0.995089
807.0,0.99504
808.0,0.99517
809.0,0.995038
810.0,0.994877
811.0,0.994835
812.0,0.994883
813.0,0.994889
814.0,0.9947010000000001
815.0,0.994888
816.0,0.994966
817.0,0.994953
818.0,0.994997
819.0,0.995212
820.0,0.9952160000000001
821.0,0.995227
822.0,0.995184
823.0,0.9951000000000001
824.0,0.994992
825.0,0.994529
826.0,0.9951390000000001
827.0,0.995109
828.0,0.994855
829.0,0.994893
830.0,0.9952
831.0,0.9948619999999999
832.0,0.994964
833.0,0.9949979999999999
834.0,0.99496
835.0,0.994995
836.0,0.994914
837.0,0.995251
838.0,0.995409
839.0,0.9951909999999999
840.0,0.9949129999999999
