Data ID,GYPSUM LASF41A
Sample ID,LASF41A
Mineral Name,gypsum
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
300.0,
305.0,
310.0,
315.0,
320.0,
325.0,
330.0,
335.0,
340.0,
345.0,
350.0,0.8266310095787048
355.0,0.8322510123252869
360.0,0.8358309864997864
365.0,0.8411139845848083
370.0,0.8461660146713257
375.0,0.8505740165710449
380.0,0.8550630211830139
385.0,0.8609340190887451
390.0,0.8641679883003235
395.0,0.8690189719200134
400.0,0.8723880052566528
405.0,0.8762140274047852
410.0,0.8791540265083313
415.0,0.8827170133590698
420.0,0.8857139945030212
425.0,0.8897309899330139
430.0,0.893435001373291
435.0,0.8968380093574524
440.0,0.8997970223426819
445.0,0.902754008769989
450.0,0.9060850143432617
455.0,0.9076910018920898
460.0,0.9092699885368347
465.0,0.9114220142364502
470.0,0.9127230048179626
475.0,0.9143059849739075
480.0,0.9163050055503845
485.0,0.917822003364563
490.0,0.921019971370697
495.0,0.9236069917678833
500.0,0.923039972782135
505.0,0.9275000095367432
510.0,0.9268199801445007
515.0,0.9323679804801941
520.0,0.9325460195541382
525.0,0.9362670183181763
530.0,0.936083972454071
535.0,0.9387239813804626
540.0,0.9387980103492737
545.0,0.9405890107154846
550.0,0.9414370059967041
555.0,0.9422569870948792
560.0,0.9429550170898438
565.0,0.9431959986686707
570.0,0.9445480108261108
575.0,0.9454540014266968
580.0,0.9454079866409302
585.0,0.9462119936943054
590.0,0.9462379813194275
595.0,0.9473109841346741
600.0,0.9476400017738342
605.0,0.9453700184822083
610.0,0.9476199746131897
615.0,0.9480779767036438
620.0,0.9476379752159119
625.0,0.9472770094871521
630.0,0.9490759968757629
635.0,0.9478269815444946
640.0,0.9470270276069641
645.0,0.9473839998245239
650.0,0.9479069709777832
655.0,0.9474800229072571
660.0,0.948764979839325
665.0,0.9475250244140625
670.0,0.9476950168609619
675.0,0.9462329745292664
680.0,0.947475016117096
685.0,0.9477530121803284
690.0,0.9481679797172546
695.0,0.948514997959137
700.0,0.9472740292549133
705.0,0.9492329955101013
710.0,0.9467949867248535
715.0,0.9498149752616882
720.0,0.9467790126800537
725.0,0.9507859945297241
730.0,0.9478110074996948
735.0,0.950078010559082
740.0,0.9478070139884949
745.0,0.9495829939842224
750.0,0.9477949738502502
755.0,0.9477630257606506
760.0,0.947816014289856
765.0,0.9471250176429749
770.0,0.9479590058326721
775.0,0.9467039704322815
780.0,0.9481289982795715
785.0,0.9471169710159302
790.0,0.9463809728622437
795.0,0.9461519718170166
800.0,0.9498800039291382
805.0,0.9460920095443726
810.0,0.9476199746131897
815.0,0.9475719928741455
820.0,0.9480940103530884
825.0,0.9485960006713867
830.0,0.9466490149497986
835.0,0.9488890171051025
840.0,0.9481430053710938
845.0,0.9487540125846863
850.0,0.947022020816803
855.0,0.942654013633728
860.0,0.9442690014839172
865.0,0.9437209963798523
870.0,0.9439259767532349
875.0,0.9428859949111938
880.0,0.9444209933280945
885.0,0.9459159970283508
890.0,0.9461119771003723
895.0,0.9452999830245972
900.0,0.9445520639419556
905.0,0.9441270232200623
910.0,0.9436809420585632
915.0,0.942781388759613
920.0,0.9440624117851257
925.0,0.9423392415046692
930.0,0.9416952729225159
935.0,0.9425101280212402
940.0,0.9439592361450195
945.0,0.9414772391319275
950.0,0.9403514266014099
955.0,0.9411699771881104
960.0,0.936665952205658
965.0,0.9372362494468689
970.0,0.9338904619216919
975.0,0.9329598546028137
980.0,0.9315555095672607
985.0,0.9277116060256958
990.0,0.9269264936447144
995.0,0.923762857913971
1000.0,0.924713134765625
1004.9999999999999,0.9260979890823364
1010.0,0.9298689961433411
1014.9999999999999,0.9325569868087769
1020.0,0.9328140020370483
1025.0,0.9334080219268799
1030.0,0.937807023525238
1035.0,0.9384409785270691
1040.0,0.9400119781494141
1045.0,0.9426419734954834
1050.0,0.9416769742965698
1055.0,0.9427729845046997
1060.0,0.9419400095939636
1065.0,0.9431869983673096
1070.0,0.9430779814720154
1075.0,0.9445180296897888
1080.0,0.9429020285606384
1085.0,0.9443140029907227
1090.0,0.9421939849853516
1095.0,0.9403489828109741
1100.0,0.9407070279121399
1105.0,0.9409350156784058
1110.0,0.9406660199165344
1115.0,0.9388870000839233
1120.0,0.9390119910240173
1125.0,0.9385190010070801
1130.0,0.9370880126953125
1135.0,0.936011016368866
1140.0,0.9347919821739197
1145.0,0.9330509901046753
