Sample ID,7_Oxia_Teresa_00003
Species,7_Oxia_Teresa
Subgroup,7_Oxia_Teresa
Group,7_Oxia_Teresa
Library,EXM_MRS
Sample Description,Sample 7
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.14723699999999998
351.0,0.14562799999999998
352.0,0.14425000000000002
353.0,0.142987
354.0,0.141779
355.0,0.140523
356.0,0.139408
357.0,0.13841599999999998
358.0,0.137494
359.0,0.136418
360.0,0.135231
361.0,0.13446
362.0,0.13371
363.0,0.132846
364.0,0.132149
365.0,0.131595
366.0,0.13116899999999998
367.0,0.130867
368.0,0.130682
369.0,0.130585
370.0,0.130737
371.0,0.131029
372.0,0.131176
373.0,0.13128399999999998
374.0,0.131404
375.0,0.131864
376.0,0.132112
377.0,0.131939
378.0,0.131691
379.0,0.131344
380.0,0.130906
381.0,0.13046
382.0,0.130154
383.0,0.13017
384.0,0.130421
385.0,0.130836
386.0,0.13124
387.0,0.131749
388.0,0.132393
389.0,0.133244
390.0,0.134041
391.0,0.134714
392.0,0.13546
393.0,0.136239
394.0,0.137049
395.0,0.138076
396.0,0.139182
397.0,0.140269
398.0,0.141098
399.0,0.141779
400.0,0.142517
401.0,0.142635
402.0,0.142279
403.0,0.14188900000000002
404.0,0.14160899999999998
405.0,0.141486
406.0,0.141615
407.0,0.141899
408.0,0.142302
409.0,0.142784
410.0,0.143346
411.0,0.143974
412.0,0.14460900000000002
413.0,0.145272
414.0,0.145971
415.0,0.146546
416.0,0.14707499999999998
417.0,0.147622
418.0,0.14823
419.0,0.14886
420.0,0.14946099999999998
421.0,0.150112
422.0,0.150771
423.0,0.151328
424.0,0.151858
425.0,0.152402
426.0,0.153064
427.0,0.153807
428.0,0.154638
429.0,0.155625
430.0,0.156602
431.0,0.15755
432.0,0.158601
433.0,0.159682
434.0,0.160765
435.0,0.161848
436.0,0.16297999999999999
437.0,0.164194
438.0,0.16541599999999998
439.0,0.166605
440.0,0.167729
441.0,0.168877
442.0,0.170026
443.0,0.171155
444.0,0.172265
445.0,0.173351
446.0,0.17439800000000003
447.0,0.175514
448.0,0.176629
449.0,0.177644
450.0,0.178703
451.0,0.179782
452.0,0.18081399999999997
453.0,0.18180800000000003
454.0,0.182737
455.0,0.183524
456.0,0.18435400000000002
457.0,0.185214
458.0,0.18599900000000003
459.0,0.186858
460.0,0.18779
461.0,0.188643
462.0,0.189449
463.0,0.190216
464.0,0.190973
465.0,0.19173400000000002
466.0,0.192497
467.0,0.193247
468.0,0.19393999999999997
469.0,0.194588
470.0,0.19532800000000003
471.0,0.196007
472.0,0.196583
473.0,0.197225
474.0,0.197902
475.0,0.19859400000000002
476.0,0.199186
477.0,0.199723
478.0,0.200222
479.0,0.200689
480.0,0.201216
481.0,0.20183
482.0,0.202363
483.0,0.202942
484.0,0.203609
485.0,0.20430800000000002
486.0,0.204986
487.0,0.20562000000000002
488.0,0.206253
489.0,0.20688700000000002
490.0,0.207533
491.0,0.20826699999999998
492.0,0.208946
493.0,0.20953
494.0,0.210218
495.0,0.210974
496.0,0.211784
497.0,0.212573
498.0,0.213391
499.0,0.21425899999999998
500.0,0.215166
501.0,0.21607700000000002
502.0,0.216977
503.0,0.21790199999999998
504.0,0.218861
505.0,0.219851
506.0,0.220807
507.0,0.22172999999999998
508.0,0.222635
509.0,0.22359400000000001
510.0,0.224603
511.0,0.22564299999999998
512.0,0.22663
513.0,0.227574
514.0,0.228512
515.0,0.22962
516.0,0.230638
517.0,0.231592
518.0,0.232632
519.0,0.233654
520.0,0.234639
521.0,0.235556
522.0,0.23653500000000002
523.0,0.23756
524.0,0.238575
525.0,0.23951799999999998
526.0,0.24043199999999998
527.0,0.24137899999999998
528.0,0.24224199999999999
529.0,0.24307800000000002
530.0,0.243965
531.0,0.24486
532.0,0.245733
533.0,0.246557
534.0,0.24736899999999998
535.0,0.24821200000000002
536.0,0.24911999999999998
537.0,0.24997599999999998
538.0,0.250802
539.0,0.25161
540.0,0.252485
541.0,0.253286
542.0,0.253996
543.0,0.254706
544.0,0.255434
545.0,0.256157
546.0,0.25677
547.0,0.257411
548.0,0.258096
549.0,0.258834
550.0,0.259527
551.0,0.260179
552.0,0.260803
553.0,0.26144100000000003
554.0,0.262063
555.0,0.262648
556.0,0.263248
557.0,0.263836
558.0,0.264408
559.0,0.26506399999999997
560.0,0.265714
561.0,0.266331
562.0,0.266935
563.0,0.267483
564.0,0.267996
565.0,0.268533
566.0,0.269052
567.0,0.26956600000000003
568.0,0.27010100000000004
569.0,0.270627
570.0,0.271162
571.0,0.271723
572.0,0.272218
573.0,0.2727
574.0,0.273196
575.0,0.273672
576.0,0.274184
577.0,0.274724
578.0,0.27521
579.0,0.275692
580.0,0.27612200000000003
581.0,0.27641
582.0,0.27681
583.0,0.277248
584.0,0.277638
585.0,0.278017
586.0,0.278379
587.0,0.27872199999999997
588.0,0.279032
589.0,0.279374
590.0,0.279737
591.0,0.280033
592.0,0.280281
593.0,0.28053
594.0,0.280841
595.0,0.281159
596.0,0.281481
597.0,0.28180099999999997
598.0,0.282128
599.0,0.282445
600.0,0.282749
601.0,0.28305
602.0,0.28332599999999997
603.0,0.283594
604.0,0.28389600000000004
605.0,0.284137
606.0,0.284361
607.0,0.284597
608.0,0.284858
609.0,0.285077
610.0,0.285268
611.0,0.285544
612.0,0.285791
613.0,0.286025
614.0,0.286271
615.0,0.28653
616.0,0.286773
617.0,0.286994
618.0,0.287244
619.0,0.28745
620.0,0.287632
621.0,0.28785499999999997
622.0,0.288079
623.0,0.288273
624.0,0.288417
625.0,0.288652
626.0,0.288858
627.0,0.289025
628.0,0.289237
629.0,0.289458
630.0,0.289657
631.0,0.289807
632.0,0.290053
633.0,0.29034
634.0,0.290634
635.0,0.290924
636.0,0.291147
637.0,0.291327
638.0,0.29152100000000003
639.0,0.291752
640.0,0.291989
641.0,0.29221800000000003
642.0,0.292486
643.0,0.29274
644.0,0.292991
645.0,0.293273
646.0,0.293491
647.0,0.293724
648.0,0.294011
649.0,0.294301
650.0,0.294527
651.0,0.29473099999999997
652.0,0.295004
653.0,0.295289
654.0,0.29554600000000003
655.0,0.295776
656.0,0.296031
657.0,0.296235
658.0,0.296412
659.0,0.296595
660.0,0.296799
661.0,0.297022
662.0,0.29726600000000003
663.0,0.297537
664.0,0.297853
665.0,0.298168
666.0,0.29844899999999996
667.0,0.298704
668.0,0.29901700000000003
669.0,0.299367
670.0,0.299695
671.0,0.299997
672.0,0.300247
673.0,0.300453
674.0,0.300669
675.0,0.300898
676.0,0.301161
677.0,0.301471
678.0,0.301766
679.0,0.30203800000000003
680.0,0.302305
681.0,0.302596
682.0,0.302895
683.0,0.303172
684.0,0.303423
685.0,0.303664
686.0,0.303964
687.0,0.304303
688.0,0.304643
689.0,0.304918
690.0,0.305186
691.0,0.305467
692.0,0.305774
693.0,0.306056
694.0,0.3063
695.0,0.30654
696.0,0.30683
697.0,0.307076
698.0,0.30733
699.0,0.307634
700.0,0.308033
701.0,0.308399
702.0,0.308734
703.0,0.309042
704.0,0.309349
705.0,0.30963
706.0,0.309924
707.0,0.31024799999999997
708.0,0.310538
709.0,0.31084700000000004
710.0,0.311115
711.0,0.311326
712.0,0.31165
713.0,0.311962
714.0,0.31229
715.0,0.31267
716.0,0.313047
717.0,0.313381
718.0,0.313715
719.0,0.314081
720.0,0.314333
721.0,0.314678
722.0,0.315075
723.0,0.315419
724.0,0.315712
725.0,0.315987
726.0,0.316273
727.0,0.316589
728.0,0.316872
729.0,0.317158
730.0,0.317502
731.0,0.31794100000000003
732.0,0.318317
733.0,0.318712
734.0,0.31903400000000004
735.0,0.319236
736.0,0.31944700000000004
737.0,0.31981000000000004
738.0,0.320247
739.0,0.32065600000000005
740.0,0.32095199999999996
741.0,0.321284
742.0,0.321697
743.0,0.322163
744.0,0.322569
745.0,0.322859
746.0,0.323212
747.0,0.323634
748.0,0.32396299999999995
749.0,0.324379
750.0,0.32472
751.0,0.325075
752.0,0.32555599999999996
753.0,0.32575699999999996
754.0,0.326054
755.0,0.326393
756.0,0.32673900000000006
757.0,0.32724600000000004
758.0,0.32772199999999996
759.0,0.32817
760.0,0.32852800000000004
761.0,0.328681
762.0,0.329087
763.0,0.329416
764.0,0.329685
765.0,0.33002299999999996
766.0,0.33035200000000003
767.0,0.3308
768.0,0.331254
769.0,0.331626
770.0,0.33191299999999996
771.0,0.33230899999999997
772.0,0.33266599999999996
773.0,0.332978
774.0,0.33329099999999995
775.0,0.333641
776.0,0.333949
777.0,0.334231
778.0,0.334478
779.0,0.334661
780.0,0.334795
781.0,0.33504399999999995
782.0,0.335281
783.0,0.335441
784.0,0.335726
785.0,0.335974
786.0,0.33618699999999996
787.0,0.336397
788.0,0.336625
789.0,0.33678600000000003
790.0,0.33691899999999997
791.0,0.337029
792.0,0.337173
793.0,0.337411
794.0,0.33759300000000003
795.0,0.337783
796.0,0.337941
797.0,0.338047
798.0,0.33814
799.0,0.33840800000000004
800.0,0.338552
801.0,0.33870100000000003
802.0,0.33889400000000003
803.0,0.33907
804.0,0.339249
805.0,0.339289
806.0,0.33937199999999995
807.0,0.339553
808.0,0.339722
809.0,0.33974
810.0,0.339743
811.0,0.33976999999999996
812.0,0.339908
813.0,0.340201
814.0,0.340358
815.0,0.340421
816.0,0.340408
817.0,0.34041699999999997
818.0,0.34049
819.0,0.340546
820.0,0.340718
821.0,0.340773
822.0,0.34079099999999996
823.0,0.340799
824.0,0.34076999999999996
825.0,0.340755
826.0,0.340956
827.0,0.34102899999999997
828.0,0.341031
829.0,0.34104100000000004
830.0,0.34104
831.0,0.34092799999999995
832.0,0.340653
833.0,0.34058700000000003
834.0,0.340737
835.0,0.340897
836.0,0.340933
837.0,0.34108199999999994
838.0,0.341135
839.0,0.341056
840.0,0.34090699999999996
841.0,0.340819
842.0,0.34090400000000004
843.0,0.34070300000000003
844.0,0.34076300000000004
845.0,0.340823
846.0,0.340799
847.0,0.340741
848.0,0.340733
849.0,0.340717
850.0,0.340629
851.0,0.340519
852.0,0.340477
853.0,0.34050400000000003
854.0,0.34058900000000003
855.0,0.34075000000000005
856.0,0.340706
857.0,0.34072899999999995
858.0,0.340744
859.0,0.340675
860.0,0.340596
861.0,0.34055799999999997
862.0,0.34045299999999995
863.0,0.340407
864.0,0.34047199999999994
865.0,0.34048
866.0,0.340525
867.0,0.340463
868.0,0.340298
869.0,0.34035
870.0,0.340197
871.0,0.340062
872.0,0.33982399999999996
873.0,0.339863
874.0,0.33986400000000005
875.0,0.339816
876.0,0.339917
877.0,0.340084
878.0,0.34013899999999997
879.0,0.34025500000000003
880.0,0.340125
881.0,0.339929
882.0,0.33988599999999997
883.0,0.33982599999999996
884.0,0.339808
885.0,0.33999899999999994
886.0,0.34001600000000004
887.0,0.33982399999999996
888.0,0.339678
889.0,0.339833
890.0,0.33994
891.0,0.339696
892.0,0.339519
