Data ID,Hydrated-Silica bkr1jb329c
Sample ID,bkr1jb329c
Mineral Name,hydrated-silica
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
300.0,0.32642000913619995
305.0,0.32940998673439026
310.0,0.3324599862098694
315.0,0.33719000220298767
320.0,0.34046000242233276
325.0,0.34415000677108765
330.0,0.34766000509262085
335.0,0.3511199951171875
340.0,0.3541499972343445
345.0,0.3572700023651123
350.0,0.36000001430511475
355.0,0.3638499975204468
360.0,0.3672400116920471
365.0,0.3702400028705597
370.0,0.3731499910354614
375.0,0.37707000970840454
380.0,0.38159000873565674
385.0,0.3853299915790558
390.0,0.38967999815940857
395.0,0.3939000070095062
400.0,0.39733999967575073
405.0,0.4005599915981293
410.0,0.40375998616218567
415.0,0.407039999961853
420.0,0.4101699888706207
425.0,0.4142400026321411
430.0,0.41804999113082886
435.0,0.42177000641822815
440.0,0.42537999153137207
445.0,0.4293600022792816
450.0,0.43283000588417053
455.0,0.4361700117588043
460.0,0.43942001461982727
465.0,0.44207000732421875
470.0,0.44433000683784485
475.0,0.44707998633384705
480.0,0.4498499929904938
485.0,0.45254001021385193
490.0,0.4556500017642975
495.0,0.4586299955844879
500.0,0.4611699879169464
505.0,0.4651699960231781
510.0,0.4682300090789795
515.0,0.4713200032711029
520.0,0.47499001026153564
525.0,0.47826001048088074
530.0,0.4817099869251251
535.0,0.4849900007247925
540.0,0.48886001110076904
545.0,0.4928100109100342
550.0,0.4966900050640106
555.0,0.5004600286483765
560.0,0.5048699975013733
565.0,0.508679986000061
570.0,0.512179970741272
575.0,0.5152000188827515
580.0,0.5182300209999084
585.0,0.5206800103187561
590.0,0.5233500003814697
595.0,0.525629997253418
600.0,0.527209997177124
605.0,0.5291299819946289
610.0,0.5308499932289124
615.0,0.5327100157737732
620.0,0.5339099764823914
625.0,0.5357499718666077
630.0,0.5370799899101257
635.0,0.5381699800491333
640.0,0.5395500063896179
645.0,0.5402399897575378
650.0,0.5417500138282776
