,white_spectralon_enfys_sampled Au_measured,white_spectralon Au_reference
Filepath,../data/spectral_library/Calibration/Spectralon/SRS-99/AU_Measured/white_spectralon_enfys_sampled.csv,../data/spectral_library/Calibration/Spectralon/SRS-99/AU_Reference/white_spectralon.csv
Category,Measured,Reference
Sample ID,SRS-99 Aber Spectralon,SRS-99 Aber Spectralon
Species,au_measured,au_reference
Subgroup,SRS-99,SRS-99
Group,Spectralon,Spectralon
Library,Calibration,Calibration
Sample Description,,
Date Added,,
Viewing Geometry,,
Other Information,As measured by Enfys,
Composition,,
Resolution,,
Grain Size,,
Locality,,
Database of Origin,Aberystwyth University,Aberystwyth University
Reflectance,---,---
2186.0,0.9381199726774193,
2187.0,0.938457263,
2188.0,0.9387129010813464,
2189.0,0.9386872925539972,
2190.0,0.938661684026648,
2191.0,0.9386360754992987,
2192.0,0.9386104669719495,
2193.0,0.9385848584446003,
2194.0,0.938559249917251,
2195.0,0.9385054842043011,
2196.0,0.9384277930215054,
2197.0,0.9383501018387097,
2198.0,0.9382724106559139,
2199.0,0.9381947194731183,
2200.0,0.9381170282903226,
2201.0,0.9380393371075268,
2202.0,0.9383460738172043,
2203.0,0.938717349516129,
2204.0,0.9390886252150538,
2205.0,0.9394599009139785,
2206.0,0.9398311766129033,
2207.0,0.940202452311828,
2208.0,0.9404233380060776,
2209.0,0.9399196173141655,
2210.0,0.9394158966222533,
2211.0,0.9389121759303413,
2212.0,0.9384084552384291,
2213.0,0.937904734546517,
2214.0,0.9374010138546048,
2215.0,0.9375235768597476,
2216.0,0.9383045406746144,
2217.0,0.9390855044894811,
2218.0,0.9398664683043478,
2219.0,0.9406474321192145,
2220.0,0.9414283959340813,
2221.0,0.942209359748948,
2222.0,0.9419958442215989,
2223.0,0.9415385458204769,
2224.0,0.9410812474193548,
2225.0,0.9406239490182328,
2226.0,0.9401666506171108,
2227.0,0.9397093522159887,
2228.0,0.9393000891547452,
2229.0,0.9392472988789153,
2230.0,0.9391945086030855,
2231.0,0.9391417183272557,
2232.0,0.9390889280514259,
2233.0,0.939036137775596,
2234.0,0.9389833474997663,
2235.0,0.9385630089920525,
2236.0,0.9376640645133241,
2237.0,0.9367651200345957,
2238.0,0.9358661755558673,
2239.0,0.9349672310771389,
2240.0,0.9340682865984105,
2241.0,0.933169342119682,
2242.0,0.933250682746143,
2243.0,0.9336587850743338,
2244.0,0.9340668874025245,
2245.0,0.9344749897307153,
2246.0,0.9348830920589061,
2247.0,0.9352911943870968,
2248.0,0.9356379654053295,
2249.0,0.9351114953913043,
2250.0,0.934585025377279,
2251.0,0.9340585553632539,
2252.0,0.9335320853492286,
2253.0,0.9330056153352034,
2254.0,0.9324791453211781,
2255.0,0.9316357065310894,
2256.0,0.9302778430060777,
2257.0,0.928919979481066,
2258.0,0.9275621159560542,
2259.0,0.9262042524310425,
2260.0,0.9248463889060308,
2261.0,0.923488525381019,
2262.0,0.923339468229079,
2263.0,0.9237162147461431,
2264.0,0.9240929612632071,
2265.0,0.9244697077802712,
2266.0,0.9248464542973351,
2267.0,0.9252232008143992,
2268.0,0.9255841068527351,
2269.0,0.9246936150715289,
2270.0,0.9238031232903227,
2271.0,0.9229126315091165,
2272.0,0.9220221397279104,
2273.0,0.9211316479467041,
2274.0,0.920241156165498,
2275.0,0.9193124950925666,
2276.0,0.9183056778508649,
2277.0,0.9172988606091631,
2278.0,0.9162920433674614,
2279.0,0.9152852261257596,
2280.0,0.9142784088840579,
2281.0,0.913271591642356,
2282.0,0.9128876506970547,
2283.0,0.9128484082847125,
2284.0,0.9128091658723703,
2285.0,0.912769923460028,
2286.0,0.9127306810476858,
2287.0,0.9126914386353436,
2288.0,0.9126521962230014,
2289.0,0.9117047727470782,
2290.0,0.9107188920925667,
2291.0,0.9097330114380552,
2292.0,0.9087471307835437,
2293.0,0.9077612501290323,
2294.0,0.9067753694745208,
2295.0,0.9060131859308088,
2296.0,0.905840749315568,
2297.0,0.9056683127003273,
2298.0,0.9054958760850865,
2299.0,0.9053234394698457,
2300.0,0.9051510028546049,
2301.0,0.9049785662393642,
2302.0,0.9048299356718092,
2303.0,0.9046978055923328,
2304.0,0.9045656755128565,
2305.0,0.9044335454333801,
2306.0,0.9043014153539036,
2307.0,0.9041692852744273,
2308.0,0.9040371551949509,
2309.0,0.9035633100757363,
2310.0,0.9030541151248247,
2311.0,0.902544920173913,
2312.0,0.9020357252230014,
2313.0,0.9015265302720897,
2314.0,0.901017335321178,
2315.0,0.9004643781477325,
2316.0,0.8997579450107526,
2317.0,0.8990515118737727,
2318.0,0.8983450787367929,
2319.0,0.897638645599813,
2320.0,0.8969322124628332,
2321.0,0.8962257793258532,
2322.0,0.895562989882188,
2323.0,0.8949377543141656,
2324.0,0.894312518746143,
2325.0,0.8936872831781206,
2326.0,0.8930620476100981,
2327.0,0.8924368120420757,
2328.0,0.8918115764740532,
2329.0,0.8911760502482468,
2330.0,0.890538752370734,
2331.0,0.8899014544932211,
2332.0,0.8892641566157083,
2333.0,0.8886268587381955,
2334.0,0.8879895608606827,
2335.0,0.8874133833590464,
2336.0,0.8871382803015428,
2337.0,0.8868631772440393,
2338.0,0.8865880741865358,
2339.0,0.8863129711290323,
2340.0,0.8860378680715287,
2341.0,0.8857627650140252,
2342.0,0.8854551481884058,
2343.0,0.8851129199322113,
2344.0,0.8847706916760169,
2345.0,0.8844284634198223,
2346.0,0.8840862351636278,
2347.0,0.8837440069074334,
2348.0,0.8834017786512389,
2349.0,0.8830966735067789,
2350.0,0.8828008491402525,
2351.0,0.882505024773726,
2352.0,0.8822092004071996,
2353.0,0.8819133760406732,
2354.0,0.8816175516741468,
2355.0,0.8812987255371669,
2356.0,0.8808039669396914,
2357.0,0.8803092083422159,
2358.0,0.8798144497447405,
2359.0,0.879319691147265,
2360.0,0.8788249325497896,
2361.0,0.878330173952314,
2362.0,0.8782856606451613,
2363.0,0.8788349490977092,
2364.0,0.8793842375502571,
2365.0,0.879933526002805,
2366.0,0.8804828144553529,
2367.0,0.8810321029079008,
2368.0,0.8815813913604487,
2369.0,0.8812291324824686,
2370.0,0.8805713282748949,
2371.0,0.8799135240673213,
2372.0,0.8792557198597476,
2373.0,0.8785979156521739,
2374.0,0.8779401114446003,
2375.0,0.8773152335203366,
2376.0,0.8771842498457223,
2377.0,0.8770532661711079,
2378.0,0.8769222824964936,
2379.0,0.8767912988218793,
2380.0,0.8766603151472651,
2381.0,0.8765293314726507,
2382.0,0.8759097743487608,
2383.0,0.8744866956016828,
2384.0,0.8730636168546048,
2385.0,0.8716405381075268,
2386.0,0.8702174593604488,
2387.0,0.8687943806133708,
2388.0,0.8673713018662927,
2389.0,0.8662944976605891,
2390.0,0.8653705533875643,
2391.0,0.8644466091145395,
2392.0,0.8635226648415146,
2393.0,0.8625987205684899,
2394.0,0.8616747762954651,
2395.0,0.8607661017952314,
2396.0,0.8614709332865825,
2397.0,0.8621757647779336,
2398.0,0.8628805962692846,
2399.0,0.8635854277606357,
2400.0,0.8642902592519868,
2401.0,0.8649950907433378,
2402.0,0.8651337020383358,
2403.0,0.8640963175409071,
2404.0,0.8630589330434784,
2405.0,0.8620215485460496,
2406.0,0.8609841640486209,
2407.0,0.8599467795511921,
2408.0,0.8589093950537634,
2409.0,0.8590726949812997,
2410.0,0.8599095495862553,
2411.0,0.8607464041912108,
2412.0,0.8615832587961665,
2413.0,0.8624201134011221,
2414.0,0.8632569680060778,
2415.0,0.8640938226110333,
2416.0,0.8620227909747542,
2417.0,0.8598187187914911,
2418.0,0.8576146466082281,
2419.0,0.8554105744249649,
2420.0,0.8532065022417018,
2421.0,0.8510024300584387,
2422.0,0.8505841837321175,
2423.0,0.8549486664249647,
2424.0,0.859313149117812,
2425.0,0.8636776318106592,
2426.0,0.8680421145035064,
2427.0,0.8724065971963536,
2428.0,0.8767710798892009,
2429.0,0.877096361927536,
2430.0,0.874585609463768,
2431.0,0.872074857,
2432.0,0.869564104536232,
2433.0,0.8670533520724639,
2434.0,0.864542599608696,
2435.0,0.862031847144928,
2436.0,0.8594743989555871,
2437.0,0.8569119418821882,
2438.0,0.8543494848087894,
2439.0,0.8517870277353906,
2440.0,0.8492245706619918,
2441.0,0.8466621135885929,
2442.0,0.844101437997195,
2443.0,0.8415471248415146,
2444.0,0.8389928116858344,
2445.0,0.8364384985301541,
2446.0,0.8338841853744737,
2447.0,0.8313298722187934,
2448.0,0.8287755590631132,
2449.0,0.8293232968695657,
2450.0,0.8325739913623192,
2451.0,0.8358246858550727,
2452.0,0.8390753803478261,
2453.0,0.8423260748405796,
2454.0,0.8455767693333331,
2455.0,0.8488274638260866,
2456.0,0.8434293942833104,
2457.0,0.8365050722636749,
2458.0,0.8295807502440393,
2459.0,0.8226564282244039,
2460.0,0.8157321062047683,
2461.0,0.8088077841851328,
2462.0,0.8038562341122024,
2463.0,0.8088429879971951,
2464.0,0.8138297418821879,
2465.0,0.8188164957671807,
2466.0,0.8238032496521734,
2467.0,0.8287900035371663,
2468.0,0.8337767574221591,
2469.0,0.8361454655175315,
2470.0,0.8356921242552595,
2471.0,0.8352387829929874,
2472.0,0.8347854417307153,
2473.0,0.8343321004684432,
2474.0,0.8338787592061712,
2475.0,0.833425417943899,
2476.0,0.833333333,
2477.0,0.833333333,
2478.0,0.833333333,
2479.0,0.833333333,
2480.0,0.833333333,
2481.0,0.833333333,
2482.0,0.8328658248316964,
2483.0,0.8287101966690036,
2484.0,0.8245545685063109,
2485.0,0.8203989403436183,
2486.0,0.8162433121809256,
2487.0,0.812087684018233,
2488.0,0.8079320558555402,
2489.0,0.8091751619700788,
2490.0,0.8176297160607756,
2491.0,0.8260842701514725,
2492.0,0.8345388242421693,
2493.0,0.8429933783328661,
2494.0,0.8514479324235629,
2495.0,0.8599024865142597,
2496.0,0.8560186412669467,
2497.0,0.8478837508695651,
2498.0,0.8397488604721834,
2499.0,0.8316139700748019,
2500.0,0.8234790796774202,
2501.0,0.8153441892800386,
2502.0,0.8075499577526887,
2503.0,0.8051524799032262,
2504.0,0.8027550020537637,
2505.0,0.8003575242043013,
2506.0,0.7979600463548389,
2507.0,0.7955625685053764,
2508.0,0.793165090655914,
2509.0,0.7921341751626928,
2510.0,0.7933808635965405,
2511.0,0.7946275520303882,
2512.0,0.7958742404642357,
2513.0,0.7971209288980834,
2514.0,0.7983676173319311,
2515.0,0.7996143057657786,
2516.0,,
2517.0,,
2518.0,,
2519.0,,
2520.0,,
2521.0,,
2522.0,,
2523.0,,
2524.0,,
2525.0,,
2526.0,,
2527.0,,
2528.0,,
2529.0,,
2530.0,,
2531.0,,
2532.0,,
2533.0,,
2534.0,,
2535.0,,
2536.0,,
2537.0,,
2538.0,,
2539.0,,
2540.0,,
2541.0,,
2542.0,,
2543.0,,
2544.0,,
2545.0,,
2546.0,,
2547.0,,
2548.0,,
2549.0,,
2550.0,,
2551.0,,
2552.0,,
2553.0,,
2554.0,,
2555.0,,
2556.0,,
2557.0,,
2558.0,,
2559.0,,
2560.0,,
2561.0,,
2562.0,,
2563.0,,
2564.0,,
2565.0,,
2566.0,,
2567.0,,
2568.0,,
2569.0,,
2570.0,,
2571.0,,
2572.0,,
2573.0,,
2574.0,,
2575.0,,
2576.0,,
2577.0,,
2578.0,,
2579.0,,
2580.0,,
2581.0,,
2582.0,,
2583.0,,
2584.0,,
2585.0,,
2586.0,,
2587.0,,
2588.0,,
2589.0,,
2590.0,,
2591.0,,
2592.0,,
2593.0,,
2594.0,,
2595.0,,
2596.0,,
2597.0,,
2598.0,,
2599.0,,
2600.0,,
2601.0,,
2602.0,,
2603.0,,
2604.0,,
2605.0,,
2606.0,,
2607.0,,
2608.0,,
2609.0,,
2610.0,,
2611.0,,
2612.0,,
2613.0,,
2614.0,,
2615.0,,
2616.0,,
2617.0,,
2618.0,,
2619.0,,
2620.0,,
2621.0,,
2622.0,,
2623.0,,
2624.0,,
2625.0,,
2626.0,,
2627.0,,
2628.0,,
2629.0,,
2630.0,,
2631.0,,
2632.0,,
2633.0,,
2634.0,,
2635.0,,
2636.0,,
2637.0,,
2638.0,,
2639.0,,
2640.0,,
2641.0,,
2642.0,,
2643.0,,
2644.0,,
2645.0,,
2646.0,,
2647.0,,
2648.0,,
2649.0,,
2650.0,,
2651.0,,
2652.0,,
2653.0,,
2654.0,,
2655.0,,
2656.0,,
2657.0,,
2658.0,,
2659.0,,
2660.0,,
2661.0,,
2662.0,,
2663.0,,
2664.0,,
2665.0,,
2666.0,,
2667.0,,
2668.0,,
2669.0,,
2670.0,,
2671.0,,
2672.0,,
2673.0,,
2674.0,,
2675.0,,
2676.0,,
2677.0,,
2678.0,,
2679.0,,
2680.0,,
2681.0,,
2682.0,,
2683.0,,
2684.0,,
2685.0,,
2686.0,,
2687.0,,
2688.0,,
2689.0,,
2690.0,,
2691.0,,
2692.0,,
2693.0,,
2694.0,,
2695.0,,
2696.0,,
2697.0,,
2698.0,,
2699.0,,
2700.0,,
2701.0,,
2702.0,,
2703.0,,
2704.0,,
2705.0,,
2706.0,,
2707.0,,
2708.0,,
2709.0,,
2710.0,,
2711.0,,
2712.0,,
2713.0,,
2714.0,,
2715.0,,
2716.0,,
2717.0,,
2718.0,,
2719.0,,
2720.0,,
2721.0,,
2722.0,,
2723.0,,
2724.0,,
2725.0,,
2726.0,,
2727.0,,
2728.0,,
2729.0,,
2730.0,,
2731.0,,
2732.0,,
2733.0,,
2734.0,,
2735.0,,
2736.0,,
2737.0,,
2738.0,,
2739.0,,
2740.0,,
2741.0,,
2742.0,,
2743.0,,
2744.0,,
2745.0,,
2746.0,,
2747.0,,
2748.0,,
2749.0,,
2750.0,,
2751.0,,
2752.0,,
2753.0,,
2754.0,,
2755.0,,
2756.0,,
2757.0,,
2758.0,,
2759.0,,
2760.0,,
2761.0,,
2762.0,,
2763.0,,
2764.0,,
2765.0,,
2766.0,,
2767.0,,
2768.0,,
2769.0,,
2770.0,,
2771.0,,
2772.0,,
2773.0,,
2774.0,,
2775.0,,
2776.0,,
2777.0,,
2778.0,,
2779.0,,
2780.0,,
2781.0,,
2782.0,,
2783.0,,
2784.0,,
2785.0,,
2786.0,,
2787.0,,
2788.0,,
2789.0,,
2790.0,,
2791.0,,
2792.0,,
2793.0,,
2794.0,,
2795.0,,
2796.0,,
2797.0,,
2798.0,,
2799.0,,
2800.0,,
2801.0,,
2802.0,,
2803.0,,
2804.0,,
2805.0,,
2806.0,,
2807.0,,
2808.0,,
2809.0,,
2810.0,,
2811.0,,
2812.0,,
2813.0,,
2814.0,,
2815.0,,
2816.0,,
2817.0,,
2818.0,,
2819.0,,
2820.0,,
2821.0,,
2822.0,,
2823.0,,
2824.0,,
2825.0,,
2826.0,,
2827.0,,
2828.0,,
2829.0,,
2830.0,,
2831.0,,
2832.0,,
2833.0,,
2834.0,,
2835.0,,
2836.0,,
2837.0,,
2838.0,,
2839.0,,
2840.0,,
2841.0,,
2842.0,,
2843.0,,
2844.0,,
2845.0,,
2846.0,,
2847.0,,
2848.0,,
2849.0,,
2850.0,,
2851.0,,
2852.0,,
2853.0,,
2854.0,,
2855.0,,
2856.0,,
2857.0,,
2858.0,,
2859.0,,
2860.0,,
2861.0,,
2862.0,,
2863.0,,
2864.0,,
2865.0,,
2866.0,,
2867.0,,
2868.0,,
2869.0,,
2870.0,,
2871.0,,
2872.0,,
2873.0,,
2874.0,,
2875.0,,
2876.0,,
2877.0,,
2878.0,,
2879.0,,
2880.0,,
2881.0,,
2882.0,,
2883.0,,
2884.0,,
2885.0,,
2886.0,,
2887.0,,
2888.0,,
2889.0,,
2890.0,,
2891.0,,
2892.0,,
2893.0,,
2894.0,,
2895.0,,
2896.0,,
2897.0,,
2898.0,,
2899.0,,
2900.0,,
2901.0,,
2902.0,,
2903.0,,
2904.0,,
2905.0,,
2906.0,,
2907.0,,
2908.0,,
2909.0,,
2910.0,,
2911.0,,
2912.0,,
2913.0,,
2914.0,,
2915.0,,
2916.0,,
2917.0,,
2918.0,,
2919.0,,
2920.0,,
2921.0,,
2922.0,,
2923.0,,
2924.0,,
2925.0,,
2926.0,,
2927.0,,
2928.0,,
2929.0,,
2930.0,,
2931.0,,
2932.0,,
2933.0,,
2934.0,,
2935.0,,
2936.0,,
2937.0,,
2938.0,,
2939.0,,
2940.0,,
2941.0,,
2942.0,,
2943.0,,
2944.0,,
2945.0,,
2946.0,,
2947.0,,
2948.0,,
2949.0,,
2950.0,,
2951.0,,
2952.0,,
2953.0,,
2954.0,,
2955.0,,
2956.0,,
2957.0,,
2958.0,,
2959.0,,
2960.0,,
2961.0,,
2962.0,,
2963.0,,
2964.0,,
2965.0,,
2966.0,,
2967.0,,
2968.0,,
2969.0,,
2970.0,,
2971.0,,
2972.0,,
2973.0,,
2974.0,,
2975.0,,
2976.0,,
2977.0,,
2978.0,,
2979.0,,
2980.0,,
2981.0,,
2982.0,,
2983.0,,
2984.0,,
2985.0,,
2986.0,,
2987.0,,
2988.0,,
2989.0,,
2990.0,,
2991.0,,
2992.0,,
2993.0,,
2994.0,,
2995.0,,
2996.0,,
2997.0,,
2998.0,,
2999.0,,
3000.0,,
3001.0,,
3002.0,,
3003.0,,
3004.0,,
3005.0,,
3006.0,,
3007.0,,
3008.0,,
3009.0,,
3010.0,,
3011.0,,
3012.0,,
3013.0,,
3014.0,,
3015.0,,
3016.0,,
3017.0,,
3018.0,,
3019.0,,
3020.0,,
3021.0,,
3022.0,,
3023.0,,
3024.0,,
3025.0,,
3026.0,,
3027.0,,
3028.0,,
3029.0,,
3030.0,,
3031.0,,
3032.0,,
3033.0,,
3034.0,,
3035.0,,
3036.0,,
3037.0,,
3038.0,,
3039.0,,
3040.0,,
3041.0,,
3042.0,,
3043.0,,
3044.0,,
3045.0,,
3046.0,,
3047.0,,
3048.0,,
3049.0,,
3050.0,,
3051.0,,
3052.0,,
3053.0,,
3054.0,,
3055.0,,
3056.0,,
3057.0,,
3058.0,,
3059.0,,
3060.0,,
3061.0,,
3062.0,,
3063.0,,
3064.0,,
3065.0,,
3066.0,,
3067.0,,
3068.0,,
3069.0,,
3070.0,,
3071.0,,
3072.0,,
3073.0,,
3074.0,,
3075.0,,
3076.0,,
3077.0,,
3078.0,,
3079.0,,
3080.0,,
3081.0,,
3082.0,,
3083.0,,
3084.0,,
3085.0,,
3086.0,,
3087.0,,
3088.0,,
3089.0,,
3090.0,,
3091.0,,
3092.0,,
3093.0,,
3094.0,,
3095.0,,
3096.0,,
3097.0,,
3098.0,,
3099.0,,
3100.0,,
3101.0,,
3102.0,,
3103.0,,
3104.0,,
3105.0,,
3106.0,,
3107.0,,
3108.0,,
3109.0,,
3110.0,,
3111.0,,
3112.0,,
3113.0,,
3114.0,,
3115.0,,
3116.0,,
3117.0,,
3118.0,,
3119.0,,
3120.0,,
3121.0,,
3122.0,,
3123.0,,
3124.0,,
3125.0,,
3126.0,,
3127.0,,
3128.0,,
3129.0,,
3130.0,,
3131.0,,
3132.0,,
3133.0,,
3134.0,,
3135.0,,
3136.0,,
3137.0,,
3138.0,,
3139.0,,
3140.0,,
3141.0,,
3142.0,,
3143.0,,
3144.0,,
3145.0,,
3146.0,,
3147.0,,
3148.0,,
3149.0,,
3150.0,,
3151.0,,
3152.0,,
3153.0,,
3154.0,,
3155.0,,
3156.0,,
3157.0,,
3158.0,,
3159.0,,
3160.0,,
3161.0,,
3162.0,,
3163.0,,
3164.0,,
3165.0,,
3166.0,,
3167.0,,
3168.0,,
3169.0,,
3170.0,,
3171.0,,
3172.0,,
3173.0,,
3174.0,,
3175.0,,
3176.0,,
3177.0,,
3178.0,,
3179.0,,
3180.0,,
3181.0,,
3182.0,,
3183.0,,
3184.0,,
3185.0,,
3186.0,,
3187.0,,
3188.0,,
3189.0,,
3190.0,,
3191.0,,
3192.0,,
3193.0,,
3194.0,,
3195.0,,
3196.0,,
3197.0,,
3198.0,,
3199.0,,
3200.0,,
3201.0,,
3202.0,,
3203.0,,
3204.0,,
3205.0,,
3206.0,,
3207.0,,
3208.0,,
3209.0,,
3210.0,,
3211.0,,
3212.0,,
3213.0,,
3214.0,,
3215.0,,
3216.0,,
3217.0,,
3218.0,,
3219.0,,
3220.0,,
3221.0,,
3222.0,,
3223.0,,
3224.0,,
3225.0,,
3226.0,,
3227.0,,
3228.0,,
3229.0,,
3230.0,,
3231.0,,
3232.0,,
3233.0,,
3234.0,,
3235.0,,
3236.0,,
3237.0,,
3238.0,,
3239.0,,
3240.0,,
3241.0,,
3242.0,,
3243.0,,
3244.0,,
3245.0,,
3246.0,,
3247.0,,
3248.0,,
3249.0,,
3250.0,,
3251.0,,
3252.0,,
3253.0,,
3254.0,,
3255.0,,
3256.0,,
3257.0,,
3258.0,,
3259.0,,
3260.0,,
3261.0,,
3262.0,,
3263.0,,
3264.0,,
3265.0,,
3266.0,,
3267.0,,
3268.0,,
3269.0,,
3270.0,,
3271.0,,
3272.0,,
3273.0,,
3274.0,,
3275.0,,
3276.0,,
3277.0,,
3278.0,,
3279.0,,
3280.0,,
3281.0,,
3282.0,,
3283.0,,
3284.0,,
3285.0,,
3286.0,,
3287.0,,
3288.0,,
3289.0,,
3290.0,,
3291.0,,
3292.0,,
3293.0,,
3294.0,,
3295.0,,
3296.0,,
3297.0,,
3298.0,,
3299.0,,
