Data ID,Jarosite LASF21A
Sample ID,LASF21A
Mineral Name,jarosite
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
300.0,0.04382000118494034
305.0,0.04330499842762947
310.0,0.039597999304533005
315.0,0.03451099991798401
320.0,0.03524800017476082
325.0,0.034811001271009445
330.0,0.03361799940466881
335.0,0.033204998821020126
340.0,0.032131001353263855
345.0,0.03122900053858757
350.0,0.03061099909245968
355.0,0.031062999740242958
360.0,0.031564999371767044
365.0,0.03220599889755249
370.0,0.03237900137901306
375.0,0.03292600065469742
380.0,0.033883001655340195
385.0,0.0345660001039505
390.0,0.03606199845671654
395.0,0.03815000131726265
400.0,0.04216400161385536
405.0,0.0444130003452301
410.0,0.04655599966645241
415.0,0.04820200055837631
420.0,0.04943399876356125
425.0,0.05054499953985214
430.0,0.05149799957871437
435.0,0.05408800020813942
440.0,0.059564001858234406
445.0,0.0655750036239624
450.0,0.07090900093317032
455.0,0.07479000091552734
460.0,0.07743199914693832
465.0,0.07995200157165527
470.0,0.08224199712276459
475.0,0.08475399762392044
480.0,0.0878089964389801
485.0,0.09156200289726257
490.0,0.09648200124502182
495.0,0.10275699943304062
500.0,0.11040300130844116
505.0,0.11963900178670883
510.0,0.13050900399684906
515.0,0.14378200471401215
520.0,0.1596740037202835
525.0,0.17955300211906433
530.0,0.2025279998779297
535.0,0.2306160032749176
540.0,0.26107800006866455
545.0,0.2946549952030182
550.0,0.3291949927806854
555.0,0.36372700333595276
560.0,0.39374199509620667
565.0,0.42050901055336
570.0,0.44163399934768677
575.0,0.4570640027523041
580.0,0.4662669897079468
585.0,0.4713880121707916
590.0,0.4738830029964447
595.0,0.47297000885009766
600.0,0.4702039957046509
605.0,0.4699389934539795
610.0,0.4669960141181946
615.0,0.46497198939323425
620.0,0.46250098943710327
625.0,0.46204501390457153
630.0,0.4599890112876892
635.0,0.4602780044078827
640.0,0.4606199860572815
645.0,0.46226298809051514
650.0,0.4629339873790741
655.0,0.46678099036216736
660.0,0.4693939983844757
665.0,0.4744189977645874
670.0,0.47898200154304504
675.0,0.48562800884246826
680.0,0.4922029972076416
685.0,0.4999080002307892
690.0,0.5070809721946716
695.0,0.516618013381958
700.0,0.5244809985160828
705.0,0.53370201587677
710.0,0.5420479774475098
715.0,0.5513070225715637
720.0,0.5595139861106873
725.0,0.5658619999885559
730.0,0.571058988571167
735.0,0.5777810215950012
740.0,0.5798879861831665
745.0,0.5820680260658264
750.0,0.5836309790611267
755.0,0.5813860297203064
760.0,0.5792080163955688
765.0,0.574051022529602
770.0,0.5686709880828857
775.0,0.5626329779624939
780.0,0.5534930229187012
785.0,0.5449650287628174
790.0,0.5356580018997192
795.0,0.5268139839172363
800.0,0.5171679854393005
805.0,0.5086089968681335
810.0,0.4978120028972626
815.0,0.49063000082969666
820.0,0.4815930128097534
825.0,0.4728020131587982
830.0,0.4656260013580322
835.0,0.4581040143966675
840.0,0.4523620009422302
845.0,0.44403699040412903
850.0,0.43840599060058594
855.0,0.432235985994339
